US1CAVT0014,20130318,PRCP,0,Unnamed: 4,Unnamed: 5,N,0700
US1CAVT0014,20160516,PRCP,0,,,N,700
US1CAVT0014,20160517,PRCP,0,,,N,700
US1CAVT0014,20160518,PRCP,0,,,N,700
US1CAVT0014,20160519,PRCP,0,,,N,700
US1CAVT0014,20160520,PRCP,0,,,N,700
US1CAVT0014,20160521,PRCP,0,,,N,700
US1CAVT0014,20160522,PRCP,0,,,N,700
US1CAVT0014,20160523,PRCP,0,,,N,700
US1CAVT0014,20160524,PRCP,0,,,N,700
US1CAVT0014,20160525,PRCP,0,,,N,700
US1CAVT0014,20160526,PRCP,0,,,N,700
US1CAVT0014,20160527,PRCP,0,,,N,700
US1CAVT0014,20160528,PRCP,0,,,N,700
US1CAVT0014,20160604,PRCP,0,,,N,700
US1CAVT0014,20160605,PRCP,0,,,N,700
US1CAVT0014,20160606,PRCP,0,,,N,700
US1CAVT0014,20160603,DAPR,6,,,N,700
US1CAVT0014,20160623,DAPR,17,,,N,700
US1CAVT0014,20160603,MDPR,0,,,N,700
US1CAVT0014,20160623,MDPR,0,,,N,700
US1CAVT0014,20160725,DAPR,32,,L,N,700
US1CAVT0014,20160725,MDPR,0,,L,N,700
US1CAVT0014,20160817,DAPR,23,,,N,700
US1CAVT0014,20160817,MDPR,0,,,N,700
US1CAVT0014,20160912,DAPR,26,,,N,700
US1CAVT0014,20160930,DAPR,18,,,N,700
US1CAVT0014,20160912,MDPR,0,,,N,700
US1CAVT0014,20160930,MDPR,0,,,N,700
US1CAVT0014,20161017,PRCP,58,,,N,700
US1CAVT0014,20161018,PRCP,5,,,N,700
US1CAVT0014,20161028,PRCP,10,,,N,700
US1CAVT0014,20161029,PRCP,38,,,N,700
US1CAVT0014,20161030,PRCP,0,,,N,700
US1CAVT0014,20161031,PRCP,56,,,N,700
US1CAVT0014,20161030,SNOW,0,,,N,700
US1CAVT0014,20161016,DAPR,16,,,N,700
US1CAVT0014,20161027,DAPR,9,,,N,700
US1CAVT0014,20161016,MDPR,0,,,N,700
US1CAVT0014,20161027,MDPR,0,,,N,700
US1CAVT0014,20161121,PRCP,109,,,N,700
US1CAVT0014,20161127,PRCP,114,,,N,700
US1CAVT0014,20161128,PRCP,0,,,N,700
US1CAVT0014,20161129,PRCP,0,,,N,700
US1CAVT0014,20161130,PRCP,0,,,N,700
US1CAVT0014,20161120,DAPR,20,,,N,700
US1CAVT0014,20161126,DAPR,5,,,N,700
US1CAVT0014,20161120,MDPR,0,,,N,700
US1CAVT0014,20161126,MDPR,0,,,N,700
US1CAVT0014,20161201,PRCP,0,,,N,700
US1CAVT0014,20161202,PRCP,0,,,N,700
US1CAVT0014,20161203,PRCP,0,,,N,700
US1CAVT0014,20161204,PRCP,0,,,N,700
US1CAVT0014,20161205,PRCP,0,,,N,700
US1CAVT0014,20161206,PRCP,0,,,N,700
US1CAVT0014,20161207,PRCP,0,,,N,700
US1CAVT0014,20161208,PRCP,0,,,N,700
US1CAVT0014,20161209,PRCP,0,,,N,700
US1CAVT0014,20161210,PRCP,3,,,N,700
US1CAVT0014,20161211,PRCP,3,,,N,700
US1CAVT0014,20161212,PRCP,0,,,N,700
US1CAVT0014,20161213,PRCP,0,,,N,700
US1CAVT0014,20161214,PRCP,0,,,N,700
US1CAVT0014,20161215,PRCP,0,,,N,700
US1CAVT0014,20161216,PRCP,287,,,N,700
US1CAVT0014,20161217,PRCP,3,,,N,700
US1CAVT0014,20161218,PRCP,0,,,N,700
US1CAVT0014,20161219,PRCP,0,,,N,700
US1CAVT0014,20161220,PRCP,0,,,N,700
US1CAVT0014,20161221,PRCP,0,,,N,700
US1CAVT0014,20161222,PRCP,71,,,N,700
US1CAVT0014,20170102,PRCP,0,,,N,700
US1CAVT0014,20170103,PRCP,0,,,N,700
US1CAVT0014,20170104,PRCP,0,,,N,700
US1CAVT0014,20170105,PRCP,173,,,N,700
US1CAVT0014,20170106,PRCP,15,,,N,700
US1CAVT0014,20170107,PRCP,109,,,N,900
US1CAVT0014,20170108,PRCP,5,,,N,700
US1CAVT0014,20170109,PRCP,193,,,N,700
US1CAVT0014,20170110,PRCP,8,,,N,700
US1CAVT0014,20170111,PRCP,53,,,N,700
US1CAVT0014,20170112,PRCP,46,,,N,700
US1CAVT0014,20170113,PRCP,132,,,N,700
US1CAVT0014,20170114,PRCP,3,,,N,700
US1CAVT0014,20170115,PRCP,0,,,N,700
US1CAVT0014,20170116,PRCP,0,,,N,700
US1CAVT0014,20170117,PRCP,0,,,N,700
US1CAVT0014,20170118,PRCP,0,,,N,700
US1CAVT0014,20170119,PRCP,191,,,N,700
US1CAVT0014,20170120,PRCP,74,,,N,700
US1CAVT0014,20170121,PRCP,188,,,N,700
US1CAVT0014,20170122,PRCP,91,,,N,700
US1CAVT0014,20170123,PRCP,457,,,N,700
US1CAVT0014,20170124,PRCP,66,,,N,700
US1CAVT0014,20170125,PRCP,0,,,N,700
US1CAVT0014,20170126,PRCP,0,,,N,700
US1CAVT0014,20170127,PRCP,0,,,N,700
US1CAVT0014,20170128,PRCP,0,,,N,700
US1CAVT0014,20170129,PRCP,0,,,N,700
US1CAVT0014,20170130,PRCP,0,,,N,700
US1CAVT0014,20170131,PRCP,0,,,N,700
US1CAVT0014,20170101,DAPR,10,,,N,700
US1CAVT0014,20170101,MDPR,401,,,N,700
US1CAVT0014,20170201,PRCP,0,,,N,700
US1CAVT0014,20170202,PRCP,0,,,N,700
US1CAVT0014,20170203,PRCP,28,,,N,700
US1CAVT0014,20170204,PRCP,53,,,N,700
US1CAVT0014,20170205,PRCP,0,,,N,700
US1CAVT0014,20170206,PRCP,224,,,N,700
US1CAVT0014,20170207,PRCP,114,,,N,700
US1CAVT0014,20170208,PRCP,30,,,N,700
US1CAVT0014,20170209,PRCP,8,,,N,700
US1CAVT0014,20170210,PRCP,0,,,N,700
US1CAVT0014,20170211,PRCP,94,,,N,700
US1CAVT0014,20170212,PRCP,5,,,N,700
US1CAVT0014,20170213,PRCP,0,,,N,700
US1CAVT0014,20170214,PRCP,0,,,N,700
US1CAVT0014,20170215,PRCP,0,,,N,700
US1CAVT0014,20170216,PRCP,0,,,N,700
US1CAVT0014,20170217,PRCP,25,,,N,700
US1CAVT0014,20170218,PRCP,912,,,N,700
US1CAVT0014,20170219,PRCP,8,,,N,700
US1CAVT0014,20170220,PRCP,84,,,N,700
US1CAVT0014,20170221,PRCP,10,,,N,700
US1CAVT0014,20170222,PRCP,15,,,N,700
US1CAVT0014,20170223,PRCP,0,,,N,700
US1CAVT0014,20170224,PRCP,0,,,N,700
US1CAVT0014,20170225,PRCP,0,,,N,700
US1CAVT0014,20170226,PRCP,46,,,N,700
US1CAVT0014,20170227,PRCP,0,,,N,700
US1CAVT0014,20170228,PRCP,0,,,N,700
US1CAVT0014,20170301,PRCP,0,,,N,700
US1CAVT0014,20170302,PRCP,0,,,N,700
US1CAVT0014,20170303,PRCP,0,,,N,700
US1CAVT0014,20170304,PRCP,0,,,N,700
US1CAVT0014,20170305,PRCP,0,,,N,700
US1CAVT0014,20170306,PRCP,8,,,N,700
US1CAVT0014,20170307,PRCP,0,,,N,700
US1CAVT0014,20170308,PRCP,0,,,N,700
US1CAVT0014,20170309,PRCP,0,,,N,700
US1CAVT0014,20170310,PRCP,0,,,N,700
US1CAVT0014,20170311,PRCP,0,,,N,700
US1CAVT0014,20170312,PRCP,0,,,N,700
US1CAVT0014,20170313,PRCP,0,,,N,700
US1CAVT0014,20170314,PRCP,0,,,N,700
US1CAVT0014,20170315,PRCP,0,,,N,700
US1CAVT0014,20170316,PRCP,0,,,N,700
US1CAVT0014,20170317,PRCP,0,,,N,700
US1CAVT0014,20170318,PRCP,0,,,N,700
US1CAVT0014,20170319,PRCP,0,,,N,700
US1CAVT0014,20170320,PRCP,0,,,N,700
US1CAVT0014,20170321,PRCP,5,,,N,700
US1CAVT0014,20170322,PRCP,97,,,N,700
US1CAVT0014,20170323,PRCP,0,T,,N,700
US1CAVT0014,20170324,PRCP,0,,,N,700
US1CAVT0014,20170325,PRCP,8,,,N,700
US1CAVT0014,20170326,PRCP,0,,,N,700
US1CAVT0014,20170327,PRCP,0,,,N,700
US1CAVT0014,20170328,PRCP,0,,,N,700
US1CAVT0014,20170329,PRCP,0,,,N,700
US1CAVT0014,20170330,PRCP,0,,,N,700
US1CAVT0014,20170331,PRCP,0,,,N,700
US1CAVT0014,20170401,PRCP,0,,,N,700
US1CAVT0014,20170402,PRCP,0,,,N,700
US1CAVT0014,20170403,PRCP,0,,,N,700
US1CAVT0014,20170404,PRCP,0,,,N,700
US1CAVT0014,20170405,PRCP,0,,,N,700
US1CAVT0014,20170406,PRCP,0,,,N,700
US1CAVT0014,20170407,PRCP,0,,,N,700
US1CAVT0014,20170408,PRCP,33,,,N,700
US1CAVT0014,20170409,PRCP,0,,,N,700
US1CAVT0014,20170410,PRCP,0,,,N,700
US1CAVT0014,20170411,PRCP,0,,,N,700
US1CAVT0014,20170412,PRCP,0,,,N,700
US1CAVT0014,20170413,PRCP,0,,,N,700
US1CAVT0014,20170414,PRCP,0,,,N,700
US1CAVT0014,20170415,PRCP,0,,,N,700
US1CAVT0014,20170416,PRCP,0,,,N,700
US1CAVT0014,20170417,PRCP,0,,,N,700
US1CAVT0014,20170418,PRCP,0,,,N,700
US1CAVT0014,20170419,PRCP,0,,,N,700
US1CAVT0014,20170420,PRCP,0,,,N,700
US1CAVT0014,20170421,PRCP,0,,,N,700
US1CAVT0014,20170422,PRCP,0,,,N,700
US1CAVT0014,20170423,PRCP,0,,,N,700
US1CAVT0014,20170424,PRCP,0,,,N,700
US1CAVT0014,20170425,PRCP,0,,,N,700
US1CAVT0014,20170426,PRCP,0,,,N,700
US1CAVT0014,20170427,PRCP,0,,,N,700
US1CAVT0014,20170428,PRCP,0,,,N,700
US1CAVT0014,20170429,PRCP,0,,,N,700
US1CAVT0014,20170430,PRCP,0,,,N,700
US1CAVT0014,20170501,PRCP,0,,,N,700
US1CAVT0014,20170502,PRCP,0,,,N,700
US1CAVT0014,20170503,PRCP,0,,,N,700
US1CAVT0014,20170504,PRCP,0,,,N,700
US1CAVT0014,20170505,PRCP,0,,,N,700
US1CAVT0014,20170506,PRCP,10,,,N,958
US1CAVT0014,20170507,PRCP,5,,,N,700
US1CAVT0014,20170508,PRCP,13,,,N,700
US1CAVT0014,20170517,PRCP,0,,,N,700
US1CAVT0014,20170518,PRCP,0,,,N,700
US1CAVT0014,20170519,PRCP,0,,,N,700
US1CAVT0014,20170520,PRCP,0,,,N,700
US1CAVT0014,20170521,PRCP,0,,,N,700
US1CAVT0014,20170522,PRCP,0,,,N,700
US1CAVT0014,20170523,PRCP,0,,,N,700
US1CAVT0014,20170524,PRCP,0,,,N,700
US1CAVT0014,20170525,PRCP,0,,,N,700
US1CAVT0014,20170526,PRCP,25,,,N,700
US1CAVT0014,20170527,PRCP,0,,,N,700
US1CAVT0014,20170528,PRCP,0,,,N,700
US1CAVT0014,20170529,PRCP,0,,,N,700
US1CAVT0014,20170530,PRCP,0,,,N,700
US1CAVT0014,20170531,PRCP,0,,,N,700
US1CAVT0014,20170516,DAPR,8,,,N,700
US1CAVT0014,20170516,MDPR,0,,,N,700
US1CAVT0014,20170601,PRCP,0,,,N,700
US1CAVT0014,20170602,PRCP,0,,,N,700
US1CAVT0014,20170603,PRCP,0,,,N,700
US1CAVT0014,20170604,PRCP,0,,,N,700
US1CAVT0014,20170605,PRCP,0,,,N,700
US1CAVT0014,20170606,PRCP,0,,,N,700
US1CAVT0014,20170607,PRCP,0,,,N,700
US1CAVT0014,20170608,PRCP,3,,,N,700
US1CAVT0014,20170609,PRCP,0,,,N,700
US1CAVT0014,20170610,PRCP,0,,,N,700
US1CAVT0014,20170611,PRCP,0,,,N,700
US1CAVT0014,20170612,PRCP,0,,,N,700
US1CAVT0014,20170613,PRCP,0,,,N,700
US1CAVT0014,20170614,PRCP,0,,,N,700
US1CAVT0014,20170615,PRCP,0,,,N,700
US1CAVT0014,20170616,PRCP,0,,,N,700
US1CAVT0014,20170617,PRCP,0,,,N,700
US1CAVT0014,20170618,PRCP,0,,,N,700
US1CAVT0014,20170619,PRCP,0,,,N,700
US1CAVT0014,20170620,PRCP,0,,,N,700
US1CAVT0014,20170621,PRCP,0,,,N,700
US1CAVT0014,20170622,PRCP,0,,,N,700
US1CAVT0014,20170623,PRCP,0,,,N,700
US1CAVT0014,20170624,PRCP,0,,,N,700
US1CAVT0014,20170625,PRCP,0,,,N,700
US1CAVT0014,20170626,PRCP,0,,,N,700
US1CAVT0014,20170627,PRCP,0,,,N,700
US1CAVT0014,20170628,PRCP,0,,,N,700
US1CAVT0014,20170629,PRCP,0,,,N,700
US1CAVT0014,20170630,PRCP,0,,,N,700
US1CAVT0014,20170701,PRCP,0,,,N,700
US1CAVT0014,20170702,PRCP,0,,,N,700
US1CAVT0014,20170703,PRCP,0,,,N,700
US1CAVT0014,20170704,PRCP,0,,,N,700
US1CAVT0014,20170705,PRCP,0,,,N,700
US1CAVT0014,20170706,PRCP,0,,,N,700
US1CAVT0014,20170707,PRCP,0,,,N,700
US1CAVT0014,20170708,PRCP,0,,,N,700
US1CAVT0014,20170709,PRCP,0,,,N,700
US1CAVT0014,20170710,PRCP,0,,,N,700
US1CAVT0014,20170711,PRCP,30,,,N,700
US1CAVT0014,20170712,PRCP,0,,,N,700
US1CAVT0014,20170713,PRCP,0,,,N,700
US1CAVT0014,20170714,PRCP,0,,,N,700
US1CAVT0014,20170715,PRCP,0,,,N,700
US1CAVT0014,20170716,PRCP,0,,,N,700
US1CAVT0014,20170717,PRCP,0,,,N,700
US1CAVT0014,20170718,PRCP,0,,,N,700
US1CAVT0014,20170719,PRCP,0,,,N,700
US1CAVT0014,20170720,PRCP,0,,,N,700
US1CAVT0014,20170721,PRCP,0,,,N,700
US1CAVT0014,20170722,PRCP,0,,,N,700
US1CAVT0014,20170723,PRCP,0,,,N,700
US1CAVT0014,20170724,PRCP,0,,,N,700
US1CAVT0014,20170725,PRCP,0,,,N,700
US1CAVT0014,20170726,PRCP,0,,,N,700
US1CAVT0014,20170727,PRCP,0,,,N,700
US1CAVT0014,20170728,PRCP,0,,,N,700
US1CAVT0014,20170729,PRCP,0,,,N,700
US1CAVT0014,20170730,PRCP,0,,,N,700
US1CAVT0014,20170731,PRCP,0,,,N,700
US1CAVT0014,20170801,PRCP,0,,,N,700
US1CAVT0014,20170802,PRCP,0,,,N,700
US1CAVT0014,20170803,PRCP,0,,,N,700
US1CAVT0014,20170804,PRCP,0,,,N,700
US1CAVT0014,20170805,PRCP,0,,,N,700
US1CAVT0014,20170806,PRCP,0,,,N,700
US1CAVT0014,20170807,PRCP,0,,,N,700
US1CAVT0014,20170808,PRCP,0,,,N,700
US1CAVT0014,20170809,PRCP,0,,,N,700
US1CAVT0014,20170814,PRCP,0,,,N,700
US1CAVT0014,20170813,DAPR,4,,,N,700
US1CAVT0014,20170823,DAPR,9,,,N,700
US1CAVT0014,20170827,DAPR,4,,,N,700
US1CAVT0014,20170813,MDPR,0,,,N,700
US1CAVT0014,20170823,MDPR,0,,,N,700
US1CAVT0014,20170827,MDPR,0,,,N,700
US1CAVT0014,20170904,PRCP,13,,,N,700
US1CAVT0014,20170911,PRCP,0,T,,N,700
US1CAVT0014,20170914,PRCP,5,,,N,800
US1CAVT0014,20170903,DAPR,7,,,N,700
US1CAVT0014,20170910,DAPR,6,,,N,700
US1CAVT0014,20170913,DAPR,2,,,N,700
US1CAVT0014,20170920,DAPR,6,,,N,700
US1CAVT0014,20170930,DAPR,10,,,N,700
US1CAVT0014,20170903,MDPR,0,,,N,700
US1CAVT0014,20170910,MDPR,0,,,N,700
US1CAVT0014,20170913,MDPR,0,,,N,700
US1CAVT0014,20170920,MDPR,0,,,N,700
US1CAVT0014,20170930,MDPR,0,,,N,700
US1CAVT0014,20171019,DAPR,19,,,N,700
US1CAVT0014,20171027,DAPR,8,,,N,700
US1CAVT0014,20171019,MDPR,0,,,N,700
US1CAVT0014,20171027,MDPR,0,,,N,700
US1CAVT0014,20171103,PRCP,5,,,N,700
US1CAVT0014,20171117,PRCP,5,,,N,700
US1CAVT0014,20171102,DAPR,6,,,N,700
US1CAVT0014,20171113,DAPR,10,,,N,700
US1CAVT0014,20171116,DAPR,3,,,N,700
US1CAVT0014,20171126,DAPR,9,,,N,700
US1CAVT0014,20171102,MDPR,0,,,N,700
US1CAVT0014,20171113,MDPR,0,,,N,700
US1CAVT0014,20171116,MDPR,0,,,N,700
US1CAVT0014,20171126,MDPR,0,,,N,700
US1CAVT0014,20171202,DAPR,6,,,N,700
US1CAVT0014,20171202,MDPR,0,,,N,700
